"Sector en vermogensklasse";"Regio's";"Perioden";"Installaties (aantal)";"Opgesteld vermogen van zonnepanelen (kWp)";"Opgesteld vermogen omvormers (kW)";"Productie van zonnestroom (mln kWh)"
"Woningen";"Epe";"2022";"    3993";"   17204";"   16316";"       ."
"Woningen";"Ermelo";"2019";"    2240";"    7880";"";"       ."
"Woningen";"Ermelo";"2020";"    2742";"   10199";"";"       ."
"Woningen";"Ermelo";"2021 ";"    3137";"   11769";"";"       ."
"Woningen";"Ermelo";"2022";"    3791";"   14679";"   14288";"       ."
"Woningen";"Etten-Leur";"2019";"    1924";"    7584";"";"       ."
"Woningen";"Etten-Leur";"2020";"    2667";"   11265";"";"       ."
"Woningen";"Etten-Leur";"2021 ";"    3479";"   15270";"";"       ."
"Woningen";"Etten-Leur";"2022";"    4787";"   21256";"   20081";"       ."
"Woningen";"De Fryske Marren";"2019";"    4079";"   14591";"";"       ."
"Woningen";"De Fryske Marren";"2020";"    5688";"   20956";"";"       ."
"Woningen";"De Fryske Marren";"2021 ";"    7565";"   28269";"";"       ."
"Woningen";"De Fryske Marren";"2022";"    9529";"   36796";"   35182";"       ."
"Woningen";"Geertruidenberg";"2019";"    1021";"    3673";"";"       ."
"Woningen";"Geertruidenberg";"2020";"    1375";"    5050";"";"       ."
"Woningen";"Geertruidenberg";"2021 ";"    1888";"    7022";"";"       ."
"Woningen";"Geertruidenberg";"2022";"    2447";"    9715";"    9197";"       ."
"Woningen";"Geldrop-Mierlo";"2019";"    2871";"   10552";"";"       ."
"Woningen";"Geldrop-Mierlo";"2020";"    3840";"   14835";"";"       ."
"Woningen";"Geldrop-Mierlo";"2021 ";"    4833";"   19098";"";"       ."
"Woningen";"Geldrop-Mierlo";"2022";"    5919";"   24201";"   23065";"       ."
"Woningen";"Gemert-Bakel";"2019";"    2306";"    8707";"";"       ."
"Woningen";"Gemert-Bakel";"2020";"    3028";"   12516";"";"       ."
"Woningen";"Gemert-Bakel";"2021 ";"    3955";"   17081";"";"       ."
"Woningen";"Gemert-Bakel";"2022";"    4845";"   21719";"   20566";"       ."
"Woningen";"Gennep";"2019";"    1186";"    4560";"";"       ."
"Woningen";"Gennep";"2020";"    1707";"    6791";"";"       ."
"Woningen";"Gennep";"2021 ";"    2145";"    8821";"";"       ."
"Woningen";"Gennep";"2022";"    2749";"   11740";"   11243";"       ."
"Woningen";"Gilze en Rijen";"2019";"    1538";"    6257";"";"       ."
"Woningen";"Gilze en Rijen";"2020";"    2089";"    9023";"";"       ."
"Woningen";"Gilze en Rijen";"2021 ";"    2468";"   10928";"";"       ."
"Woningen";"Gilze en Rijen";"2022";"    3139";"   14216";"   13461";"       ."
"Woningen";"Goeree-Overflakkee";"2019";"    4309";"   13605";"";"       ."
"Woningen";"Goeree-Overflakkee";"2020";"    5254";"   17710";"";"       ."
"Woningen";"Goeree-Overflakkee";"2021 ";"    6612";"   23378";"";"       ."
"Woningen";"Goeree-Overflakkee";"2022";"    9328";"   34479";"   32721";"       ."
"Woningen";"Goes";"2019";"    3942";"   11282";"";"       ."
"Woningen";"Goes";"2020";"    4511";"   13806";"";"       ."
"Woningen";"Goes";"2021 ";"    5339";"   17051";"";"       ."
"Woningen";"Goes";"2022";"    7631";"   25772";"   24807";"       ."
"Woningen";"Goirle";"2019";"    1320";"    5165";"";"       ."
"Woningen";"Goirle";"2020";"    1812";"    7369";"";"       ."
"Woningen";"Goirle";"2021 ";"    2273";"    9217";"";"       ."
"Woningen";"Goirle";"2022";"    2964";"   12912";"   12084";"       ."
"Woningen";"Gooise Meren";"2019";"    1666";"    5049";"";"       ."
"Woningen";"Gooise Meren";"2020";"    2484";"    7996";"";"       ."
"Woningen";"Gooise Meren";"2021 ";"    3216";"   10933";"";"       ."
"Woningen";"Gooise Meren";"2022";"    4536";"   16130";"   15200";"       ."
"Woningen";"Gorinchem";"2019";"    1290";"    3926";"";"       ."
"Woningen";"Gorinchem";"2020";"    1986";"    6598";"";"       ."
"Woningen";"Gorinchem";"2021 ";"    2655";"    9190";"";"       ."
"Woningen";"Gorinchem";"2022";"    4067";"   14042";"   13174";"       ."
"Woningen";"Gouda";"2019";"    3234";"    8630";"";"       ."
"Woningen";"Gouda";"2020";"    4178";"   11903";"";"       ."
"Woningen";"Gouda";"2021 ";"    5349";"   16033";"";"       ."
"Woningen";"Gouda";"2022";"    7576";"   23509";"   22058";"       ."
"Woningen";"Grave";"2019";"     757";"    3013";"";"       ."
"Woningen";"Grave";"2020";"    1068";"    4310";"";"       ."
"Woningen";"Grave";"2021 ";"    1447";"    6026";"";"       ."
"Woningen";"Grave";"2022";"";"";"";""
"Woningen";"'s-Gravenhage (gemeente)";"2019";"    9965";"   25690";"";"       ."
"Woningen";"'s-Gravenhage (gemeente)";"2020";"   12724";"   35275";"";"       ."
"Woningen";"'s-Gravenhage (gemeente)";"2021 ";"   17157";"   50252";"";"       ."
"Woningen";"'s-Gravenhage (gemeente)";"2022";"   24885";"   75972";"   71527";"       ."
"Woningen";"Groningen (gemeente)";"2019";"   13157";"   38570";"";"       ."
"Woningen";"Groningen (gemeente)";"2020";"   17515";"   54557";"";"       ."
"Woningen";"Groningen (gemeente)";"2021 ";"   22596";"   71127";"";"       ."
"Woningen";"Groningen (gemeente)";"2022";"   28013";"   90552";"   87353";"       ."
"Woningen";"Gulpen-Wittem";"2019";"    1091";"    4251";"";"       ."
"Woningen";"Gulpen-Wittem";"2020";"    1350";"    5529";"";"       ."
"Woningen";"Gulpen-Wittem";"2021 ";"    1623";"    6998";"";"       ."
"Woningen";"Gulpen-Wittem";"2022";"    1980";"    8982";"    8566";"       ."
"Woningen";"Haaksbergen";"2019";"    1503";"    5456";"";"       ."
"Woningen";"Haaksbergen";"2020";"    2033";"    7802";"";"       ."
"Woningen";"Haaksbergen";"2021 ";"    2644";"   10735";"";"       ."
"Woningen";"Haaksbergen";"2022";"    3455";"   15242";"   14480";"       ."
"Woningen";"Haaren";"2019";"     989";"    4009";"";"       ."
"Woningen";"Haaren";"2020";"    1222";"    5301";"";"       ."
"Woningen";"Haaren";"2021 ";"";"";"";""
"Woningen";"Haaren";"2022";"";"";"";""
"Woningen";"Haarlem";"2019";"    4776";"   13039";"";"       ."
"Woningen";"Haarlem";"2020";"    6639";"   20183";"";"       ."
"Woningen";"Haarlem";"2021 ";"    8775";"   25907";"";"       ."
"Woningen";"Haarlem";"2022";"   11598";"   34898";"   33077";"       ."
"Woningen";"Haarlemmermeer";"2019";"    9313";"   28430";"";"       ."
"Woningen";"Haarlemmermeer";"2020";"   12022";"   38166";"";"       ."
"Woningen";"Haarlemmermeer";"2021 ";"   15173";"   49951";"";"       ."
"Woningen";"Haarlemmermeer";"2022";"   20117";"   68226";"   65094";"       ."
"Woningen";"Halderberge";"2019";"    1854";"    6857";"";"       ."
"Woningen";"Halderberge";"2020";"    2570";"    9881";"";"       ."
"Woningen";"Halderberge";"2021 ";"    3315";"   13340";"";"       ."
"Woningen";"Halderberge";"2022";"    4212";"   17968";"   17006";"       ."
"Woningen";"Hardenberg";"2019";"    3976";"   16190";"";"       ."
"Woningen";"Hardenberg";"2020";"    5077";"   21320";"";"       ."
"Woningen";"Hardenberg";"2021 ";"    6479";"   29605";"";"       ."
"Woningen";"Hardenberg";"2022";"    8459";"   40098";"   38371";"       ."
"Woningen";"Harderwijk";"2019";"    2620";"    8014";"";"       ."
"Woningen";"Harderwijk";"2020";"    3553";"   11550";"";"       ."
"Woningen";"Harderwijk";"2021 ";"    4590";"   15262";"";"       ."
"Woningen";"Harderwijk";"2022";"    5963";"   20433";"   19739";"       ."
"Woningen";"Hardinxveld-Giessendam";"2019";"    1390";"    3674";"";"       ."
"Woningen";"Hardinxveld-Giessendam";"2020";"    1913";"    5304";"";"       ."
"Woningen";"Hardinxveld-Giessendam";"2021 ";"    2452";"    7188";"";"       ."
"Woningen";"Hardinxveld-Giessendam";"2022";"    3120";"    9633";"    9046";"       ."
"Woningen";"Harlingen";"2019";"    2425";"    6697";"";"       ."
"Woningen";"Harlingen";"2020";"    2683";"    7806";"";"       ."
"Woningen";"Harlingen";"2021 ";"    2988";"    9094";"";"       ."
"Woningen";"Harlingen";"2022";"    3642";"   11600";"   11034";"       ."
"Woningen";"Hattem";"2019";"     735";"    2586";"";"       ."
"Woningen";"Hattem";"2020";"     920";"    3426";"";"       ."
"Woningen";"Hattem";"2021 ";"    1114";"    4214";"";"       ."
"Woningen";"Hattem";"2022";"    1511";"    6143";"    5813";"       ."
"Woningen";"Heemskerk";"2019";"    2541";"    8056";"";"       ."
"Woningen";"Heemskerk";"2020";"    3633";"   11857";"";"       ."
"Woningen";"Heemskerk";"2021 ";"    4274";"   14231";"";"       ."
"Woningen";"Heemskerk";"2022";"    5249";"   18033";"   17317";"       ."
"Woningen";"Heemstede";"2019";"    1033";"    2881";"";"       ."
"Woningen";"Heemstede";"2020";"    1491";"    4272";"";"       ."
"Woningen";"Heemstede";"2021 ";"    1996";"    6215";"";"       ."
"Woningen";"Heemstede";"2022";"    2898";"    9294";"    8657";"       ."
"Woningen";"Heerde";"2019";"    1158";"    4472";"";"       ."
"Woningen";"Heerde";"2020";"    1609";"    6425";"";"       ."
"Woningen";"Heerde";"2021 ";"    2002";"    8200";"";"       ."
"Woningen";"Heerde";"2022";"    2574";"   11027";"   10407";"       ."
"Woningen";"Heerenveen";"2019";"    4041";"   14058";"";"       ."
"Woningen";"Heerenveen";"2020";"    5160";"   19024";"";"       ."
"Woningen";"Heerenveen";"2021 ";"    6306";"   24236";"";"       ."
"Woningen";"Heerenveen";"2022";"    7804";"   30935";"   29858";"       ."
"Woningen";"Heerhugowaard";"2019";"    5297";"   16127";"";"       ."
"Woningen";"Heerhugowaard";"2020";"    6489";"   20547";"";"       ."
"Woningen";"Heerhugowaard";"2021 ";"    8249";"   27314";"";"       ."
"Woningen";"Heerhugowaard";"2022";"";"";"";""
"Woningen";"Heerlen";"2019";"    4879";"   17151";"";"       ."
"Woningen";"Heerlen";"2020";"    5985";"   21787";"";"       ."
"Woningen";"Heerlen";"2021 ";"    7036";"   26319";"";"       ."
"Woningen";"Heerlen";"2022";"    8623";"   33342";"   31815";"       ."
"Woningen";"Heeze-Leende";"2019";"    1117";"    4861";"";"       ."
"Woningen";"Heeze-Leende";"2020";"    1583";"    7265";"";"       ."
"Woningen";"Heeze-Leende";"2021 ";"    2143";"    9957";"";"       ."
"Woningen";"Heeze-Leende";"2022";"    2839";"   13949";"   13055";"       ."
"Woningen";"Heiloo";"2019";"    2068";"    6254";"";"       ."
"Woningen";"Heiloo";"2020";"    2935";"    8984";"";"       ."
"Woningen";"Heiloo";"2021 ";"    4080";"   11994";"";"       ."
"Woningen";"Heiloo";"2022";"    4892";"   14981";"   14313";"       ."
"Woningen";"Den Helder";"2019";"    3319";"    8706";"";"       ."
"Woningen";"Den Helder";"2020";"    5239";"   14146";"";"       ."
"Woningen";"Den Helder";"2021 ";"    6830";"   18702";"";"       ."
"Woningen";"Den Helder";"2022";"    9295";"   25586";"   24727";"       ."
"Woningen";"Hellendoorn";"2019";"    2148";"    8863";"";"       ."
"Woningen";"Hellendoorn";"2020";"    3106";"   12976";"";"       ."
"Woningen";"Hellendoorn";"2021 ";"    4020";"   17178";"";"       ."
"Woningen";"Hellendoorn";"2022";"    5263";"   23542";"   22263";"       ."
"Woningen";"Hellevoetsluis";"2019";"    1670";"    5429";"";"       ."
"Woningen";"Hellevoetsluis";"2020";"    2447";"    8168";"";"       ."
"Woningen";"Hellevoetsluis";"2021 ";"    3463";"   11477";"";"       ."
"Woningen";"Hellevoetsluis";"2022";"    5007";"   17911";"   16979";"       ."
"Woningen";"Helmond";"2019";"    4658";"   15477";"";"       ."
"Woningen";"Helmond";"2020";"    6678";"   23295";"";"       ."
"Woningen";"Helmond";"2021 ";"    9271";"   32951";"";"       ."
"Woningen";"Helmond";"2022";"   11809";"   44384";"   41832";"       ."
"Woningen";"Hendrik-Ido-Ambacht";"2019";"    1424";"    4223";"";"       ."
"Woningen";"Hendrik-Ido-Ambacht";"2020";"    2024";"    6455";"";"       ."
"Woningen";"Hendrik-Ido-Ambacht";"2021 ";"    2736";"    8814";"";"       ."
"Woningen";"Hendrik-Ido-Ambacht";"2022";"    4257";"   14270";"   13305";"       ."
"Woningen";"Hengelo (O.)";"2019";"    3389";"   12505";"";"       ."
"Woningen";"Hengelo (O.)";"2020";"    4790";"   18412";"";"       ."
"Woningen";"Hengelo (O.)";"2021 ";"    6562";"   25633";"";"       ."
"Woningen";"Hengelo (O.)";"2022";"    9108";"   37458";"   35579";"       ."
"Woningen";"'s-Hertogenbosch";"2019";"    6245";"   22106";"";"       ."
"Woningen";"'s-Hertogenbosch";"2020";"    9548";"   34182";"";"       ."
"Woningen";"'s-Hertogenbosch";"2021 ";"   12844";"   46817";"";"       ."
"Woningen";"'s-Hertogenbosch";"2022";"   17855";"   66818";"   63195";"       ."
"Woningen";"Heumen";"2019";"    1411";"    5571";"";"       ."
"Woningen";"Heumen";"2020";"    2028";"    8223";"";"       ."
"Woningen";"Heumen";"2021 ";"    2460";"    9945";"";"       ."
"Woningen";"Heumen";"2022";"    3010";"   12667";"   12157";"       ."
"Woningen";"Heusden";"2019";"    2388";"    9212";"";"       ."
"Woningen";"Heusden";"2020";"    3327";"   14285";"";"       ."
"Woningen";"Heusden";"2021 ";"    4500";"   19830";"";"       ."
"Woningen";"Heusden";"2022";"    5857";"   27269";"   25740";"       ."
"Woningen";"Hillegom";"2019";"    1362";"    3610";"";"       ."
"Woningen";"Hillegom";"2020";"    1753";"    5040";"";"       ."
"Woningen";"Hillegom";"2021 ";"    2089";"    6282";"";"       ."
"Woningen";"Hillegom";"2022";"    2778";"    8493";"    8186";"       ."
"Woningen";"Hilvarenbeek";"2019";"     933";"    3970";"";"       ."
"Woningen";"Hilvarenbeek";"2020";"    1295";"    5929";"";"       ."
"Woningen";"Hilvarenbeek";"2021 ";"    1629";"    7769";"";"       ."
"Woningen";"Hilvarenbeek";"2022";"    2066";"   10451";"    9790";"       ."
"Woningen";"Hilversum";"2019";"    3097";"    7956";"";"       ."
"Woningen";"Hilversum";"2020";"    4174";"   11416";"";"       ."
"Woningen";"Hilversum";"2021 ";"    5505";"   15676";"";"       ."
"Woningen";"Hilversum";"2022";"    7369";"   22124";"   21063";"       ."
"Woningen";"Hoeksche Waard";"2019";"    5096";"   16138";"";"       ."
"Woningen";"Hoeksche Waard";"2020";"    7145";"   24627";"";"       ."
"Woningen";"Hoeksche Waard";"2021 ";"    9709";"   35430";"";"       ."
"Woningen";"Hoeksche Waard";"2022";"   13603";"   51987";"   49013";"       ."
"Woningen";"Hof van Twente";"2019";"    2517";"    9690";"";"       ."
"Woningen";"Hof van Twente";"2020";"    3318";"   13161";"";"       ."
"Woningen";"Hof van Twente";"2021 ";"    4071";"   16646";"";"       ."
"Woningen";"Hof van Twente";"2022";"    5282";"   23387";"   22364";"       ."
"Woningen";"Het Hogeland";"2019";"    5874";"   19138";"";"       ."
"Woningen";"Het Hogeland";"2020";"    6613";"   21989";"";"       ."
"Woningen";"Het Hogeland";"2021 ";"    7633";"   25360";"";"       ."
"Woningen";"Het Hogeland";"2022";"    9245";"   31908";"   31145";"       ."
"Woningen";"Hollands Kroon";"2019";"    3595";"   12866";"";"       ."
"Woningen";"Hollands Kroon";"2020";"    4723";"   17533";"";"       ."
"Woningen";"Hollands Kroon";"2021 ";"    6005";"   22838";"";"       ."
"Woningen";"Hollands Kroon";"2022";"    7819";"   30290";"   29188";"       ."
"Woningen";"Hoogeveen";"2019";"    5583";"   17957";"";"       ."
"Woningen";"Hoogeveen";"2020";"    6484";"   22252";"";"       ."
"Woningen";"Hoogeveen";"2021 ";"    7395";"   25905";"";"       ."
"Woningen";"Hoogeveen";"2022";"    8981";"   33379";"   32148";"       ."
"Woningen";"Hoorn";"2019";"    4477";"   12644";"";"       ."
"Woningen";"Hoorn";"2020";"    5698";"   16722";"";"       ."
"Woningen";"Hoorn";"2021 ";"    6937";"   21040";"";"       ."
"Woningen";"Hoorn";"2022";"    9307";"   28859";"   27735";"       ."
"Woningen";"Horst aan de Maas";"2019";"    3849";"   16261";"";"       ."
"Woningen";"Horst aan de Maas";"2020";"    5116";"   22202";"";"       ."
"Woningen";"Horst aan de Maas";"2021 ";"    6449";"   28495";"";"       ."
"Woningen";"Horst aan de Maas";"2022";"    8112";"   37054";"   35349";"       ."
"Woningen";"Houten";"2019";"    3363";"   10420";"";"       ."
"Woningen";"Houten";"2020";"    4418";"   14749";"";"       ."
"Woningen";"Houten";"2021 ";"    5652";"   19636";"";"       ."
"Woningen";"Houten";"2022";"    7294";"   26680";"   25051";"       ."
"Woningen";"Huizen";"2019";"    3190";"    8524";"";"       ."
"Woningen";"Huizen";"2020";"    3817";"   10933";"";"       ."
"Woningen";"Huizen";"2021 ";"    4479";"   13348";"";"       ."
"Woningen";"Huizen";"2022";"    5704";"   18064";"   17477";"       ."
"Woningen";"Hulst";"2019";"    3382";"   10056";"";"       ."
"Woningen";"Hulst";"2020";"    3855";"   12152";"";"       ."
"Woningen";"Hulst";"2021 ";"    4534";"   14715";"";"       ."
"Woningen";"Hulst";"2022";"    6453";"   21691";"   20791";"       ."
"Woningen";"IJsselstein";"2019";"    1525";"    4892";"";"       ."
"Woningen";"IJsselstein";"2020";"    1935";"    6597";"";"       ."
"Woningen";"IJsselstein";"2021 ";"    2765";"    9715";"";"       ."
"Woningen";"IJsselstein";"2022";"    3997";"   14030";"   13132";"       ."
"Woningen";"Kaag en Braassem";"2019";"    2153";"    7683";"";"       ."
"Woningen";"Kaag en Braassem";"2020";"    2967";"   11313";"";"       ."
"Woningen";"Kaag en Braassem";"2021 ";"    3722";"   14639";"";"       ."
"Woningen";"Kaag en Braassem";"2022";"    4904";"   19377";"   18504";"       ."
"Woningen";"Kampen";"2019";"    3567";"   11317";"";"       ."
"Woningen";"Kampen";"2020";"    4576";"   15074";"";"       ."
"Woningen";"Kampen";"2021 ";"    5625";"   19127";"";"       ."
"Woningen";"Kampen";"2022";"    7063";"   25284";"   24225";"       ."
"Woningen";"Kapelle";"2019";"    1451";"    4362";"";"       ."
"Woningen";"Kapelle";"2020";"    1714";"    5408";"";"       ."
"Woningen";"Kapelle";"2021 ";"    1992";"    6721";"";"       ."
"Woningen";"Kapelle";"2022";"    2836";"   10356";"    9937";"       ."
"Woningen";"Katwijk";"2019";"    2640";"    7570";"";"       ."
"Woningen";"Katwijk";"2020";"    3752";"   11318";"";"       ."
"Woningen";"Katwijk";"2021 ";"    4618";"   14322";"";"       ."
"Woningen";"Katwijk";"2022";"    6544";"   20751";"   19803";"       ."
"Woningen";"Kerkrade";"2019";"    4437";"   14357";"";"       ."
"Woningen";"Kerkrade";"2020";"    5238";"   17591";"";"       ."
"Woningen";"Kerkrade";"2021 ";"    5971";"   21171";"";"       ."
"Woningen";"Kerkrade";"2022";"    7050";"   25871";"   24891";"       ."
"Woningen";"Koggenland";"2019";"    1715";"    5928";"";"       ."
"Woningen";"Koggenland";"2020";"    2281";"    8380";"";"       ."
"Woningen";"Koggenland";"2021 ";"    2773";"   10557";"";"       ."
"Woningen";"Koggenland";"2022";"    3657";"   14312";"   13741";"       ."
"Woningen";"Krimpen aan den IJssel";"2019";"     971";"    3381";"";"       ."
"Woningen";"Krimpen aan den IJssel";"2020";"    1295";"    4652";"";"       ."
"Woningen";"Krimpen aan den IJssel";"2021 ";"    2052";"    7392";"";"       ."
"Woningen";"Krimpen aan den IJssel";"2022";"    3073";"   11312";"   10615";"       ."
"Woningen";"Krimpenerwaard";"2019";"    2316";"    7613";"";"       ."
"Woningen";"Krimpenerwaard";"2020";"    3267";"   11196";"";"       ."
"Woningen";"Krimpenerwaard";"2021 ";"    4646";"   16784";"";"       ."
"Woningen";"Krimpenerwaard";"2022";"    7533";"   27102";"   25324";"       ."
"Woningen";"Laarbeek";"2019";"    1487";"    6261";"";"       ."
"Woningen";"Laarbeek";"2020";"    2126";"    9317";"";"       ."
"Woningen";"Laarbeek";"2021 ";"    2839";"   12803";"";"       ."
"Woningen";"Laarbeek";"2022";"    3689";"   20937";"   20050";"       ."
"Woningen";"Land van Cuijk";"2019";"";"";"";""
"Woningen";"Land van Cuijk";"2020";"";"";"";""
"Woningen";"Land van Cuijk";"2021 ";"";"";"";""
"Woningen";"Land van Cuijk";"2022";"   13808";"   64830";"   61986";"       ."
"Woningen";"Landerd";"2019";"    1114";"    4943";"";"       ."
"Woningen";"Landerd";"2020";"    1476";"    6967";"";"       ."
"Woningen";"Landerd";"2021 ";"    1901";"    9120";"";"       ."
"Woningen";"Landerd";"2022";"";"";"";""
"Woningen";"Landgraaf";"2019";"    3681";"   12901";"";"       ."
"Woningen";"Landgraaf";"2020";"    4306";"   15616";"";"       ."
"Woningen";"Landgraaf";"2021 ";"    5036";"   18674";"";"       ."
"Woningen";"Landgraaf";"2022";"    6073";"   23590";"   22596";"       ."
"Woningen";"Landsmeer";"2019";"     735";"    3100";"";"       ."
"Woningen";"Landsmeer";"2020";"     927";"    3956";"";"       ."
"Woningen";"Landsmeer";"2021 ";"    1136";"    4762";"";"       ."
"Woningen";"Landsmeer";"2022";"    1408";"    5934";"    5669";"       ."
"Woningen";"Langedijk";"2019";"    2711";"    7796";"";"       ."
"Woningen";"Langedijk";"2020";"    3366";"   10428";"";"       ."
"Woningen";"Langedijk";"2021 ";"    4082";"   13144";"";"       ."
"Woningen";"Langedijk";"2022";"";"";"";""
"Woningen";"Lansingerland";"2019";"    4256";"   12248";"";"       ."
"Woningen";"Lansingerland";"2020";"    5541";"   17008";"";"       ."
"Woningen";"Lansingerland";"2021 ";"    7293";"   23518";"";"       ."
"Woningen";"Lansingerland";"2022";"   10471";"   35356";"   33292";"       ."
"Woningen";"Laren (NH.)";"2019";"     191";"     738";"";"       ."
"Woningen";"Laren (NH.)";"2020";"     284";"    1171";"";"       ."
"Woningen";"Laren (NH.)";"2021 ";"     360";"    1544";"";"       ."
"Woningen";"Laren (NH.)";"2022";"     594";"    2607";"    2436";"       ."
"Woningen";"Leeuwarden";"2019";"    9538";"   30663";"";"       ."
"Woningen";"Leeuwarden";"2020";"   11983";"   39738";"";"       ."
"Woningen";"Leeuwarden";"2021 ";"   14576";"   48283";"";"       ."
"Woningen";"Leeuwarden";"2022";"   17687";"   60954";"   58703";"       ."
"Woningen";"Leiden";"2019";"    3537";"    9484";"";"       ."
"Woningen";"Leiden";"2020";"    5033";"   15807";"";"       ."
"Woningen";"Leiden";"2021 ";"    6460";"   20157";"";"       ."
"Woningen";"Leiden";"2022";"    8441";"   26118";"   24856";"       ."
"Woningen";"Leiderdorp";"2019";"    1109";"    3759";"";"       ."
"Woningen";"Leiderdorp";"2020";"    1719";"    5643";"";"       ."
"Woningen";"Leiderdorp";"2021 ";"    2245";"    7025";"";"       ."
"Woningen";"Leiderdorp";"2022";"    2808";"    9232";"    8775";"       ."
"Woningen";"Leidschendam-Voorburg";"2019";"    2134";"    6448";"";"       ."
"Woningen";"Leidschendam-Voorburg";"2020";"    2727";"    8545";"";"       ."
"Woningen";"Leidschendam-Voorburg";"2021 ";"    3589";"   11788";"";"       ."
"Woningen";"Leidschendam-Voorburg";"2022";"    5017";"   17108";"   16062";"       ."
"Woningen";"Lelystad";"2019";"    6325";"   20460";"";"       ."
"Woningen";"Lelystad";"2020";"    7780";"   27197";"";"       ."
"Woningen";"Lelystad";"2021 ";"    9543";"   32729";"";"       ."
"Woningen";"Lelystad";"2022";"   12164";"   42597";"   40931";"       ."
"Woningen";"Leudal";"2019";"    2993";"   13168";"";"       ."
"Woningen";"Leudal";"2020";"    4080";"   18624";"";"       ."
"Woningen";"Leudal";"2021 ";"    5025";"   23011";"";"       ."
"Woningen";"Leudal";"2022";"    6199";"   29663";"   28300";"       ."
"Woningen";"Leusden";"2019";"    2274";"    7575";"";"       ."
"Woningen";"Leusden";"2020";"    2942";"   10486";"";"       ."
"Woningen";"Leusden";"2021 ";"    3831";"   14025";"";"       ."
"Woningen";"Leusden";"2022";"    5307";"   20060";"   19011";"       ."
"Woningen";"Lingewaard";"2019";"    3221";"   11531";"";"       ."
"Woningen";"Lingewaard";"2020";"    4878";"   18123";"";"       ."
"Woningen";"Lingewaard";"2021 ";"    6563";"   24836";"";"       ."
"Woningen";"Lingewaard";"2022";"    8713";"   34161";"   32769";"       ."
"Woningen";"Lisse";"2019";"    1776";"    4241";"";"       ."
"Woningen";"Lisse";"2020";"    2197";"    5933";"";"       ."
"Woningen";"Lisse";"2021 ";"    2901";"    7834";"";"       ."
"Woningen";"Lisse";"2022";"    3719";"   10667";"   10288";"       ."
"Woningen";"Lochem";"2019";"    2687";"   10106";"";"       ."
"Woningen";"Lochem";"2020";"    3386";"   13352";"";"       ."
"Woningen";"Lochem";"2021 ";"    4226";"   17391";"";"       ."
"Woningen";"Lochem";"2022";"    5268";"   22351";"   21432";"       ."
"Woningen";"Loon op Zand";"2019";"    1042";"    3914";"";"       ."
"Woningen";"Loon op Zand";"2020";"    1478";"    5875";"";"       ."
"Woningen";"Loon op Zand";"2021 ";"    2056";"    8744";"";"       ."
"Woningen";"Loon op Zand";"2022";"    2719";"   12543";"   11623";"       ."
"Woningen";"Lopik";"2019";"     816";"    3076";"";"       ."
"Woningen";"Lopik";"2020";"    1153";"    4516";"";"       ."
"Woningen";"Lopik";"2021 ";"    1495";"    5911";"";"       ."
"Woningen";"Lopik";"2022";"    2012";"    8199";"    7704";"       ."
"Woningen";"Loppersum";"2019";"    1512";"    5903";"";"       ."
"Woningen";"Loppersum";"2020";"    1649";"    6592";"";"       ."
"Woningen";"Loppersum";"2021 ";"";"";"";""
"Woningen";"Loppersum";"2022";"";"";"";""
"Woningen";"Losser";"2019";"    1577";"    5964";"";"       ."
"Woningen";"Losser";"2020";"    2088";"    8383";"";"       ."
"Woningen";"Losser";"2021 ";"    2720";"   11718";"";"       ."
"Woningen";"Losser";"2022";"    3478";"   15999";"   15245";"       ."
"Woningen";"Maasdriel";"2019";"    2184";"    7636";"";"       ."
"Woningen";"Maasdriel";"2020";"    2801";"   10496";"";"       ."
"Woningen";"Maasdriel";"2021 ";"    3391";"   13666";"";"       ."
"Woningen";"Maasdriel";"2022";"    4548";"   19133";"   18142";"       ."
"Woningen";"Maasgouw";"2019";"    2324";"    9189";"";"       ."
"Woningen";"Maasgouw";"2020";"    3092";"   12519";"";"       ."
"Woningen";"Maasgouw";"2021 ";"    3875";"   15876";"";"       ."
"Woningen";"Maasgouw";"2022";"    4887";"   21001";"   20068";"       ."
"Woningen";"Maashorst";"2019";"";"";"";""
"Woningen";"Maashorst";"2020";"";"";"";""
"Woningen";"Maashorst";"2021 ";"";"";"";""
"Woningen";"Maashorst";"2022";"   10290";"   42312";"   40409";"       ."
"Woningen";"Maassluis";"2019";"     940";"    2714";"";"       ."
"Woningen";"Maassluis";"2020";"    1519";"    4683";"";"       ."
"Woningen";"Maassluis";"2021 ";"    2060";"    6582";"";"       ."
"Woningen";"Maassluis";"2022";"    3211";"   10434";"    9867";"       ."
"Woningen";"Maastricht";"2019";"    5104";"   16440";"";"       ."
"Woningen";"Maastricht";"2020";"    6434";"   21671";"";"       ."
"Woningen";"Maastricht";"2021 ";"    7871";"   27846";"";"       ."
"Woningen";"Maastricht";"2022";"   10509";"   37846";"   35937";"       ."
"Woningen";"Medemblik";"2019";"    4001";"   12441";"";"       ."
"Woningen";"Medemblik";"2020";"    4991";"   16443";"";"       ."
"Woningen";"Medemblik";"2021 ";"    6164";"   20926";"";"       ."
"Woningen";"Medemblik";"2022";"    7872";"   27906";"   26975";"       ."
"Woningen";"Meerssen";"2019";"    1556";"    6243";"";"       ."
"Woningen";"Meerssen";"2020";"    2181";"    8847";"";"       ."
