"Sector en vermogensklasse";"Regio's";"Perioden";"Installaties (aantal)";"Opgesteld vermogen van zonnepanelen (kWp)";"Opgesteld vermogen omvormers (kW)";"Productie van zonnestroom (mln kWh)"
"Woningen";"Texel";"2022";"    2033";"    7381";"    7078";"       ."
"Woningen";"Teylingen";"2019";"    2308";"    6751";"";"       ."
"Woningen";"Teylingen";"2020";"    3202";"    9751";"";"       ."
"Woningen";"Teylingen";"2021 ";"    4256";"   13514";"";"       ."
"Woningen";"Teylingen";"2022";"    5492";"   17956";"   17334";"       ."
"Woningen";"Tholen";"2019";"    2341";"    6789";"";"       ."
"Woningen";"Tholen";"2020";"    2687";"    8359";"";"       ."
"Woningen";"Tholen";"2021 ";"    3189";"   10412";"";"       ."
"Woningen";"Tholen";"2022";"    5056";"   18416";"   17553";"       ."
"Woningen";"Tiel";"2019";"    1826";"    6205";"";"       ."
"Woningen";"Tiel";"2020";"    2505";"    9041";"";"       ."
"Woningen";"Tiel";"2021 ";"    3455";"   12699";"";"       ."
"Woningen";"Tiel";"2022";"    5260";"   18967";"   17806";"       ."
"Woningen";"Tilburg";"2019";"    8688";"   27916";"";"       ."
"Woningen";"Tilburg";"2020";"   12185";"   40757";"";"       ."
"Woningen";"Tilburg";"2021 ";"   16347";"   55791";"";"       ."
"Woningen";"Tilburg";"2022";"   22727";"   82155";"   76526";"       ."
"Woningen";"Tubbergen";"2019";"    1055";"    4780";"";"       ."
"Woningen";"Tubbergen";"2020";"    1541";"    7423";"";"       ."
"Woningen";"Tubbergen";"2021 ";"    2032";"    9829";"";"       ."
"Woningen";"Tubbergen";"2022";"    2773";"   15199";"   14230";"       ."
"Woningen";"Twenterand";"2019";"    2126";"    8043";"";"       ."
"Woningen";"Twenterand";"2020";"    2618";"   10648";"";"       ."
"Woningen";"Twenterand";"2021 ";"    3183";"   13121";"";"       ."
"Woningen";"Twenterand";"2022";"    4320";"   19263";"   18257";"       ."
"Woningen";"Tynaarlo";"2019";"    3559";"   12712";"";"       ."
"Woningen";"Tynaarlo";"2020";"    4521";"   17058";"";"       ."
"Woningen";"Tynaarlo";"2021 ";"    5623";"   21844";"";"       ."
"Woningen";"Tynaarlo";"2022";"    7125";"   28510";"   27443";"       ."
"Woningen";"Tytsjerksteradiel";"2019";"    3006";"   10417";"";"       ."
"Woningen";"Tytsjerksteradiel";"2020";"    3844";"   14083";"";"       ."
"Woningen";"Tytsjerksteradiel";"2021 ";"    4708";"   17410";"";"       ."
"Woningen";"Tytsjerksteradiel";"2022";"    5962";"   22922";"   22015";"       ."
"Woningen";"Uden";"2019";"    3757";"   12891";"";"       ."
"Woningen";"Uden";"2020";"    5335";"   18869";"";"       ."
"Woningen";"Uden";"2021 ";"    6514";"   23674";"";"       ."
"Woningen";"Uden";"2022";"";"";"";""
"Woningen";"Uitgeest";"2019";"    1317";"    3853";"";"       ."
"Woningen";"Uitgeest";"2020";"    1662";"    5055";"";"       ."
"Woningen";"Uitgeest";"2021 ";"    2260";"    6555";"";"       ."
"Woningen";"Uitgeest";"2022";"    2757";"    8604";"    8102";"       ."
"Woningen";"Uithoorn";"2019";"    1416";"    4557";"";"       ."
"Woningen";"Uithoorn";"2020";"    2153";"    7521";"";"       ."
"Woningen";"Uithoorn";"2021 ";"    3125";"   10622";"";"       ."
"Woningen";"Uithoorn";"2022";"    4114";"   14235";"   13249";"       ."
"Woningen";"Urk";"2019";"     798";"    2984";"";"       ."
"Woningen";"Urk";"2020";"    1175";"    4791";"";"       ."
"Woningen";"Urk";"2021 ";"    1563";"    6380";"";"       ."
"Woningen";"Urk";"2022";"    2336";"   10036";"    9709";"       ."
"Woningen";"Utrecht (gemeente)";"2019";"   13905";"   38938";"";"       ."
"Woningen";"Utrecht (gemeente)";"2020";"   18898";"   55325";"";"       ."
"Woningen";"Utrecht (gemeente)";"2021 ";"   24453";"   74992";"";"       ."
"Woningen";"Utrecht (gemeente)";"2022";"   33926";"  106648";"  100285";"       ."
"Woningen";"Utrechtse Heuvelrug";"2019";"    3141";"    9800";"";"       ."
"Woningen";"Utrechtse Heuvelrug";"2020";"    4077";"   13823";"";"       ."
"Woningen";"Utrechtse Heuvelrug";"2021 ";"    5613";"   19393";"";"       ."
"Woningen";"Utrechtse Heuvelrug";"2022";"    7600";"   27084";"   25401";"       ."
"Woningen";"Vaals";"2019";"     734";"    2388";"";"       ."
"Woningen";"Vaals";"2020";"     916";"    3028";"";"       ."
"Woningen";"Vaals";"2021 ";"    1073";"    3731";"";"       ."
"Woningen";"Vaals";"2022";"    1221";"    4549";"    4372";"       ."
"Woningen";"Valkenburg aan de Geul";"2019";"    1114";"    4771";"";"       ."
"Woningen";"Valkenburg aan de Geul";"2020";"    1376";"    6003";"";"       ."
"Woningen";"Valkenburg aan de Geul";"2021 ";"    1706";"    7626";"";"       ."
"Woningen";"Valkenburg aan de Geul";"2022";"    2130";"    9953";"    9512";"       ."
"Woningen";"Valkenswaard";"2019";"    2260";"    8233";"";"       ."
"Woningen";"Valkenswaard";"2020";"    3363";"   12759";"";"       ."
"Woningen";"Valkenswaard";"2021 ";"    4114";"   16164";"";"       ."
"Woningen";"Valkenswaard";"2022";"    5001";"   20521";"   19451";"       ."
"Woningen";"Veendam";"2019";"    1294";"    5146";"";"       ."
"Woningen";"Veendam";"2020";"    2638";"   10518";"";"       ."
"Woningen";"Veendam";"2021 ";"    4003";"   15538";"";"       ."
"Woningen";"Veendam";"2022";"    5038";"   19828";"   19002";"       ."
"Woningen";"Veenendaal";"2019";"    3731";"   12230";"";"       ."
"Woningen";"Veenendaal";"2020";"    5421";"   18086";"";"       ."
"Woningen";"Veenendaal";"2021 ";"    6987";"   22300";"";"       ."
"Woningen";"Veenendaal";"2022";"    9610";"   31592";"   29700";"       ."
"Woningen";"Veere";"2019";"    2731";"    8734";"";"       ."
"Woningen";"Veere";"2020";"    3104";"   10290";"";"       ."
"Woningen";"Veere";"2021 ";"    3484";"   11829";"";"       ."
"Woningen";"Veere";"2022";"    4867";"   17532";"   16933";"       ."
"Woningen";"Veldhoven";"2019";"    2844";"   10258";"";"       ."
"Woningen";"Veldhoven";"2020";"    3948";"   15113";"";"       ."
"Woningen";"Veldhoven";"2021 ";"    5307";"   21378";"";"       ."
"Woningen";"Veldhoven";"2022";"    6811";"   29006";"   27210";"       ."
"Woningen";"Velsen";"2019";"    2329";"    6511";"";"       ."
"Woningen";"Velsen";"2020";"    3185";"    9492";"";"       ."
"Woningen";"Velsen";"2021 ";"    4154";"   12471";"";"       ."
"Woningen";"Velsen";"2022";"    5648";"   17459";"   16702";"       ."
"Woningen";"Venlo";"2019";"    7362";"   24151";"";"       ."
"Woningen";"Venlo";"2020";"    9828";"   33527";"";"       ."
"Woningen";"Venlo";"2021 ";"   12797";"   44445";"";"       ."
"Woningen";"Venlo";"2022";"   16567";"   60176";"   56396";"       ."
"Woningen";"Venray";"2019";"    4482";"   15418";"";"       ."
"Woningen";"Venray";"2020";"    5657";"   20256";"";"       ."
"Woningen";"Venray";"2021 ";"    6661";"   25038";"";"       ."
"Woningen";"Venray";"2022";"    7999";"   32160";"   30923";"       ."
"Woningen";"Vijfheerenlanden";"2019";"    3681";"   11018";"";"       ."
"Woningen";"Vijfheerenlanden";"2020";"    5020";"   15919";"";"       ."
"Woningen";"Vijfheerenlanden";"2021 ";"    6805";"   22472";"";"       ."
"Woningen";"Vijfheerenlanden";"2022";"   10245";"   34235";"   32037";"       ."
"Woningen";"Vlaardingen";"2019";"    1954";"    4668";"";"       ."
"Woningen";"Vlaardingen";"2020";"    2522";"    6982";"";"       ."
"Woningen";"Vlaardingen";"2021 ";"    3421";"    9785";"";"       ."
"Woningen";"Vlaardingen";"2022";"    5043";"   15574";"   14640";"       ."
"Woningen";"Vlieland";"2019";"      91";"     304";"";"       ."
"Woningen";"Vlieland";"2020";"     139";"     483";"";"       ."
"Woningen";"Vlieland";"2021 ";"     169";"     558";"";"       ."
"Woningen";"Vlieland";"2022";"     246";"     802";"     773";"       ."
"Woningen";"Vlissingen";"2019";"    4948";"   11322";"";"       ."
"Woningen";"Vlissingen";"2020";"    5681";"   13908";"";"       ."
"Woningen";"Vlissingen";"2021 ";"    6196";"   15969";"";"       ."
"Woningen";"Vlissingen";"2022";"    8224";"   23965";"   23124";"       ."
"Woningen";"Voerendaal";"2019";"    1186";"    4787";"";"       ."
"Woningen";"Voerendaal";"2020";"    1422";"    5926";"";"       ."
"Woningen";"Voerendaal";"2021 ";"    1653";"    7060";"";"       ."
"Woningen";"Voerendaal";"2022";"    2006";"    8998";"    8598";"       ."
"Woningen";"Voorne aan Zee";"2019";"";"";"";""
"Woningen";"Voorne aan Zee";"2020";"";"";"";""
"Woningen";"Voorne aan Zee";"2021 ";"";"";"";""
"Woningen";"Voorne aan Zee";"2022";"";"";"";""
"Woningen";"Voorschoten";"2019";"     972";"    3095";"";"       ."
"Woningen";"Voorschoten";"2020";"    1260";"    4163";"";"       ."
"Woningen";"Voorschoten";"2021 ";"    1813";"    6161";"";"       ."
"Woningen";"Voorschoten";"2022";"    2568";"    9141";"    8572";"       ."
"Woningen";"Voorst";"2019";"    1625";"    6444";"";"       ."
"Woningen";"Voorst";"2020";"    2090";"    8834";"";"       ."
"Woningen";"Voorst";"2021 ";"    2631";"   11479";"";"       ."
"Woningen";"Voorst";"2022";"    3440";"   15198";"   14432";"       ."
"Woningen";"Vught";"2019";"    1063";"    3920";"";"       ."
"Woningen";"Vught";"2020";"    1521";"    5749";"";"       ."
"Woningen";"Vught";"2021 ";"    2678";"   10436";"";"       ."
"Woningen";"Vught";"2022";"    3366";"   14101";"   13320";"       ."
"Woningen";"Waadhoeke";"2019";"    3154";"   10828";"";"       ."
"Woningen";"Waadhoeke";"2020";"    4405";"   16095";"";"       ."
"Woningen";"Waadhoeke";"2021 ";"    5708";"   21274";"";"       ."
"Woningen";"Waadhoeke";"2022";"    7566";"   29278";"   28104";"       ."
"Woningen";"Waalre";"2019";"    1263";"    4847";"";"       ."
"Woningen";"Waalre";"2020";"    1661";"    6700";"";"       ."
"Woningen";"Waalre";"2021 ";"    2134";"    9209";"";"       ."
"Woningen";"Waalre";"2022";"    2705";"   12239";"   11563";"       ."
"Woningen";"Waalwijk";"2019";"    1849";"    7038";"";"       ."
"Woningen";"Waalwijk";"2020";"    2611";"   10619";"";"       ."
"Woningen";"Waalwijk";"2021 ";"    3641";"   15600";"";"       ."
"Woningen";"Waalwijk";"2022";"    5047";"   22555";"   20877";"       ."
"Woningen";"Waddinxveen";"2019";"    1623";"    5305";"";"       ."
"Woningen";"Waddinxveen";"2020";"    2136";"    7428";"";"       ."
"Woningen";"Waddinxveen";"2021 ";"    2765";"    9532";"";"       ."
"Woningen";"Waddinxveen";"2022";"    4364";"   15196";"   14230";"       ."
"Woningen";"Wageningen";"2019";"    2742";"    8036";"";"       ."
"Woningen";"Wageningen";"2020";"    3292";"   10186";"";"       ."
"Woningen";"Wageningen";"2021 ";"    3876";"   12324";"";"       ."
"Woningen";"Wageningen";"2022";"    4914";"   16493";"   15730";"       ."
"Woningen";"Wassenaar";"2019";"     798";"    2331";"";"       ."
"Woningen";"Wassenaar";"2020";"    1228";"    3653";"";"       ."
"Woningen";"Wassenaar";"2021 ";"    1472";"    4700";"";"       ."
"Woningen";"Wassenaar";"2022";"    2241";"    7230";"    6801";"       ."
"Woningen";"Waterland";"2019";"     874";"    2587";"";"       ."
"Woningen";"Waterland";"2020";"    1188";"    3798";"";"       ."
"Woningen";"Waterland";"2021 ";"    1512";"    4945";"";"       ."
"Woningen";"Waterland";"2022";"    2039";"    6920";"    6478";"       ."
"Woningen";"Weert";"2019";"    3879";"   15243";"";"       ."
"Woningen";"Weert";"2020";"    5143";"   20469";"";"       ."
"Woningen";"Weert";"2021 ";"    6292";"   25384";"";"       ."
"Woningen";"Weert";"2022";"    7842";"   33281";"   31675";"       ."
"Woningen";"Weesp";"2019";"    1009";"    2902";"";"       ."
"Woningen";"Weesp";"2020";"    1340";"    4012";"";"       ."
"Woningen";"Weesp";"2021 ";"    1595";"    4645";"";"       ."
"Woningen";"Weesp";"2022";"    2177";"    6641";"    6242";"       ."
"Woningen";"West Betuwe";"2019";"    3595";"   13351";"";"       ."
"Woningen";"West Betuwe";"2020";"    4875";"   18681";"";"       ."
"Woningen";"West Betuwe";"2021 ";"    6260";"   24742";"";"       ."
"Woningen";"West Betuwe";"2022";"    8466";"   34694";"   32966";"       ."
"Woningen";"West Maas en Waal";"2019";"    2230";"    7455";"";"       ."
"Woningen";"West Maas en Waal";"2020";"    2748";"    9930";"";"       ."
"Woningen";"West Maas en Waal";"2021 ";"    3246";"   12206";"";"       ."
"Woningen";"West Maas en Waal";"2022";"    4021";"   15944";"   15217";"       ."
"Woningen";"Westerkwartier";"2019";"    5043";"   19711";"";"       ."
"Woningen";"Westerkwartier";"2020";"    6616";"   27139";"";"       ."
"Woningen";"Westerkwartier";"2021 ";"    8533";"   35350";"";"       ."
"Woningen";"Westerkwartier";"2022";"   11114";"   47902";"   45957";"       ."
"Woningen";"Westerveld";"2019";"    2717";"    9014";"";"       ."
"Woningen";"Westerveld";"2020";"    3045";"   10715";"";"       ."
"Woningen";"Westerveld";"2021 ";"    3440";"   12495";"";"       ."
"Woningen";"Westerveld";"2022";"    3956";"   15476";"   14969";"       ."
"Woningen";"Westervoort";"2019";"     828";"    2987";"";"       ."
"Woningen";"Westervoort";"2020";"    1100";"    4070";"";"       ."
"Woningen";"Westervoort";"2021 ";"    1495";"    5575";"";"       ."
"Woningen";"Westervoort";"2022";"    1987";"    7517";"    7186";"       ."
"Woningen";"Westerwolde";"2019";"    1463";"    6389";"";"       ."
"Woningen";"Westerwolde";"2020";"    1965";"    8750";"";"       ."
"Woningen";"Westerwolde";"2021 ";"    2401";"   10632";"";"       ."
"Woningen";"Westerwolde";"2022";"    3238";"   14811";"   14217";"       ."
"Woningen";"Westland";"2019";"    5325";"   20543";"";"       ."
"Woningen";"Westland";"2020";"    7135";"   26017";"";"       ."
"Woningen";"Westland";"2021 ";"    9076";"   34083";"";"       ."
"Woningen";"Westland";"2022";"   15368";"   57590";"   54146";"       ."
"Woningen";"Weststellingwerf";"2019";"    1673";"    7466";"";"       ."
"Woningen";"Weststellingwerf";"2020";"    2932";"   11770";"";"       ."
"Woningen";"Weststellingwerf";"2021 ";"    4305";"   15768";"";"       ."
"Woningen";"Weststellingwerf";"2022";"    5912";"   21660";"   20921";"       ."
"Woningen";"Westvoorne";"2019";"    1155";"    4035";"";"       ."
"Woningen";"Westvoorne";"2020";"    1458";"    5579";"";"       ."
"Woningen";"Westvoorne";"2021 ";"    1877";"    7485";"";"       ."
"Woningen";"Westvoorne";"2022";"    2593";"   10755";"   10247";"       ."
"Woningen";"Wierden";"2019";"    1594";"    7103";"";"       ."
"Woningen";"Wierden";"2020";"    2189";"   10000";"";"       ."
"Woningen";"Wierden";"2021 ";"    2715";"   12393";"";"       ."
"Woningen";"Wierden";"2022";"    3753";"   18689";"   17605";"       ."
"Woningen";"Wijchen";"2019";"    2845";"   10514";"";"       ."
"Woningen";"Wijchen";"2020";"    3763";"   14576";"";"       ."
"Woningen";"Wijchen";"2021 ";"    4795";"   19416";"";"       ."
"Woningen";"Wijchen";"2022";"    6177";"   25892";"   24638";"       ."
"Woningen";"Wijdemeren";"2019";"    1318";"    4216";"";"       ."
"Woningen";"Wijdemeren";"2020";"    1693";"    5699";"";"       ."
"Woningen";"Wijdemeren";"2021 ";"    2087";"    7393";"";"       ."
"Woningen";"Wijdemeren";"2022";"    2749";"   10346";"    9795";"       ."
"Woningen";"Wijk bij Duurstede";"2019";"    1458";"    4771";"";"       ."
"Woningen";"Wijk bij Duurstede";"2020";"    1979";"    7014";"";"       ."
"Woningen";"Wijk bij Duurstede";"2021 ";"    2694";"    9791";"";"       ."
"Woningen";"Wijk bij Duurstede";"2022";"    3768";"   14190";"   13147";"       ."
"Woningen";"Winterswijk";"2019";"    2098";"    8232";"";"       ."
"Woningen";"Winterswijk";"2020";"    2683";"   10979";"";"       ."
"Woningen";"Winterswijk";"2021 ";"    3305";"   13810";"";"       ."
"Woningen";"Winterswijk";"2022";"    4027";"   17378";"   16703";"       ."
"Woningen";"Woensdrecht";"2019";"    1281";"    4792";"";"       ."
"Woningen";"Woensdrecht";"2020";"    1733";"    6817";"";"       ."
"Woningen";"Woensdrecht";"2021 ";"    2220";"    9136";"";"       ."
"Woningen";"Woensdrecht";"2022";"    2942";"   12805";"   12134";"       ."
"Woningen";"Woerden";"2019";"    3267";"    9648";"";"       ."
"Woningen";"Woerden";"2020";"    4115";"   13537";"";"       ."
"Woningen";"Woerden";"2021 ";"    5423";"   18445";"";"       ."
"Woningen";"Woerden";"2022";"    7311";"   25818";"   24151";"       ."
"Woningen";"De Wolden";"2019";"    3160";"   10515";"";"       ."
"Woningen";"De Wolden";"2020";"    3592";"   12679";"";"       ."
"Woningen";"De Wolden";"2021 ";"    4117";"   15164";"";"       ."
"Woningen";"De Wolden";"2022";"    4682";"   18412";"   17792";"       ."
"Woningen";"Wormerland";"2019";"    1264";"    3674";"";"       ."
"Woningen";"Wormerland";"2020";"    1613";"    4813";"";"       ."
"Woningen";"Wormerland";"2021 ";"    1958";"    6051";"";"       ."
"Woningen";"Wormerland";"2022";"    2615";"    8083";"    7770";"       ."
"Woningen";"Woudenberg";"2019";"    1083";"    3043";"";"       ."
"Woningen";"Woudenberg";"2020";"    1389";"    4231";"";"       ."
"Woningen";"Woudenberg";"2021 ";"    1687";"    5602";"";"       ."
"Woningen";"Woudenberg";"2022";"    2384";"    8278";"    7811";"       ."
"Woningen";"Zaanstad";"2019";"    5513";"   15947";"";"       ."
"Woningen";"Zaanstad";"2020";"    7331";"   22727";"";"       ."
"Woningen";"Zaanstad";"2021 ";"    9796";"   32185";"";"       ."
"Woningen";"Zaanstad";"2022";"   13722";"   46043";"   43354";"       ."
"Woningen";"Zaltbommel";"2019";"    2205";"    7487";"";"       ."
"Woningen";"Zaltbommel";"2020";"    2899";"   10807";"";"       ."
"Woningen";"Zaltbommel";"2021 ";"    3570";"   13817";"";"       ."
"Woningen";"Zaltbommel";"2022";"    4593";"   18585";"   17642";"       ."
"Woningen";"Zandvoort";"2019";"     321";"    1149";"";"       ."
"Woningen";"Zandvoort";"2020";"     411";"    1459";"";"       ."
"Woningen";"Zandvoort";"2021 ";"     606";"    2140";"";"       ."
"Woningen";"Zandvoort";"2022";"     845";"    3068";"    2914";"       ."
"Woningen";"Zeewolde";"2019";"    1709";"    6356";"";"       ."
"Woningen";"Zeewolde";"2020";"    2209";"    8496";"";"       ."
"Woningen";"Zeewolde";"2021 ";"    2813";"   10810";"";"       ."
"Woningen";"Zeewolde";"2022";"    3725";"   14208";"   13706";"       ."
"Woningen";"Zeist";"2019";"    2501";"    7415";"";"       ."
"Woningen";"Zeist";"2020";"    3567";"   11377";"";"       ."
"Woningen";"Zeist";"2021 ";"    4775";"   16157";"";"       ."
"Woningen";"Zeist";"2022";"    6808";"   24335";"   22702";"       ."
"Woningen";"Zevenaar";"2019";"    2803";"   10530";"";"       ."
"Woningen";"Zevenaar";"2020";"    4069";"   15842";"";"       ."
"Woningen";"Zevenaar";"2021 ";"    5117";"   20285";"";"       ."
"Woningen";"Zevenaar";"2022";"    6569";"   26794";"   25665";"       ."
"Woningen";"Zoetermeer";"2019";"    5434";"   16682";"";"       ."
"Woningen";"Zoetermeer";"2020";"    7104";"   23815";"";"       ."
"Woningen";"Zoetermeer";"2021 ";"    9464";"   32940";"";"       ."
"Woningen";"Zoetermeer";"2022";"   13624";"   48188";"   44892";"       ."
"Woningen";"Zoeterwoude";"2019";"     618";"    2003";"";"       ."
"Woningen";"Zoeterwoude";"2020";"     899";"    2909";"";"       ."
"Woningen";"Zoeterwoude";"2021 ";"    1170";"    3972";"";"       ."
"Woningen";"Zoeterwoude";"2022";"    1387";"    4764";"    4563";"       ."
"Woningen";"Zuidplas";"2019";"    2281";"    7280";"";"       ."
"Woningen";"Zuidplas";"2020";"    3317";"   11222";"";"       ."
"Woningen";"Zuidplas";"2021 ";"    4526";"   16069";"";"       ."
"Woningen";"Zuidplas";"2022";"    6587";"   23909";"   22479";"       ."
"Woningen";"Zundert";"2019";"    1171";"    5087";"";"       ."
"Woningen";"Zundert";"2020";"    1576";"    7240";"";"       ."
"Woningen";"Zundert";"2021 ";"    2086";"    9763";"";"       ."
"Woningen";"Zundert";"2022";"    2639";"   12848";"   12117";"       ."
"Woningen";"Zutphen";"2019";"    2699";"    7944";"";"       ."
"Woningen";"Zutphen";"2020";"    3573";"   11198";"";"       ."
"Woningen";"Zutphen";"2021 ";"    4462";"   14779";"";"       ."
"Woningen";"Zutphen";"2022";"    5812";"   19831";"   18925";"       ."
"Woningen";"Zwartewaterland";"2019";"    1140";"    3946";"";"       ."
"Woningen";"Zwartewaterland";"2020";"    1450";"    5288";"";"       ."
"Woningen";"Zwartewaterland";"2021 ";"    1904";"    7199";"";"       ."
"Woningen";"Zwartewaterland";"2022";"    2641";"   10627";"   10028";"       ."
"Woningen";"Zwijndrecht";"2019";"    1429";"    4427";"";"       ."
"Woningen";"Zwijndrecht";"2020";"    2411";"    7444";"";"       ."
"Woningen";"Zwijndrecht";"2021 ";"    3155";"   10024";"";"       ."
"Woningen";"Zwijndrecht";"2022";"    4885";"   15846";"   14832";"       ."
"Woningen";"Zwolle";"2019";"    9583";"   29152";"";"       ."
"Woningen";"Zwolle";"2020";"   12382";"   38769";"";"       ."
"Woningen";"Zwolle";"2021 ";"   15345";"   48451";"";"       ."
"Woningen";"Zwolle";"2022";"   18575";"   60879";"   58328";"       ."
"Woningen";"Gemeenten; niet in te delen";"2019";"     352";"     792";"";"       1"
"Woningen";"Gemeenten; niet in te delen";"2020";"     423";"    1460";"";"       1"
"Woningen";"Gemeenten; niet in te delen";"2021 ";"     348";"     817";"";"       1"
"Woningen";"Gemeenten; niet in te delen";"2022";"     426";"     988";"     977";"       1"
